0.84369717	 -0.00061852	 -0.17927836	 -0.01069826	 -0.45007497	 -0.00254297	 -0.23095779	 
-0.00061852	 0.98658797	 -0.00666021	 0.00000117	 0.00009915	 0.00000028	 0.00005087	 
0.17927836	 0.00666021	 0.98254438	 -0.00068718	 -0.04377352	 -0.00016247	 -0.02245909	 
-0.01069826	 0.00000117	 0.00068718	 0.91724239	 -0.04387531	 0.00000480	 0.00088532	 
0.45007497	 -0.00009915	 -0.04377352	 0.04387531	 0.88898568	 -0.00040798	 -0.05639392	 
-0.00254297	 0.00000028	 0.00016247	 0.00000480	 0.00040798	 0.97759122	 -0.02113870	 
0.23095779	 -0.00005087	 -0.02245909	 -0.00088532	 -0.05639392	 0.02113870	 0.97083438	 

0.00065735	 -0.00003411	 0.00002029	 -0.00143643	 -0.00123486	 -0.00017935	 -0.00009621	 
-0.00003411	 0.16309237	 0.00054732	 0.00000012	 -0.00000396	 0.00000002	 -0.00000208	 
0.00002029	 0.00054732	 0.00032258	 -0.00006803	 -0.00007021	 -0.00000852	 -0.00000549	 
-0.00143643	 0.00000012	 -0.00006803	 0.39565219	 0.00910610	 0.00000054	 -0.00008757	 
-0.00123486	 -0.00000396	 -0.00007021	 0.00910610	 0.00555877	 -0.00002099	 -0.00010353	 
-0.00017935	 0.00000002	 -0.00000852	 0.00000054	 -0.00002099	 0.20942035	 0.00223549	 
-0.00009621	 -0.00000208	 -0.00000549	 -0.00008757	 -0.00010353	 0.00223549	 0.00132937	 

0.85453882	 -0.00059726	 -0.17345676	 -0.01033067	 -0.43546039	 -0.00245555	 -0.22345808	 
-0.00059726	 0.98658797	 -0.00666297	 0.00000108	 0.00009221	 0.00000026	 0.00004731	 
0.17345676	 0.00666297	 0.98375359	 -0.00063903	 -0.04073725	 -0.00015108	 -0.02090126	 
-0.01033067	 0.00000108	 0.00063903	 0.91724095	 -0.04399623	 0.00000447	 0.00082328	 
0.43546039	 -0.00009221	 -0.04073725	 0.04399623	 0.89660960	 -0.00037939	 -0.05248226	 
-0.00245555	 0.00000026	 0.00015108	 0.00000447	 0.00037939	 0.97759114	 -0.02115337	 
0.22345808	 -0.00004731	 -0.02090126	 -0.00082328	 -0.05248226	 0.02115337	 0.97284135	 

0.00062456	 -0.00003291	 0.00001729	 -0.00138592	 -0.00119719	 -0.00017304	 -0.00009574	 
-0.00003291	 0.16309237	 0.00054744	 0.00000011	 -0.00000369	 0.00000002	 -0.00000193	 
0.00001729	 0.00054744	 0.00032233	 -0.00006324	 -0.00006567	 -0.00000792	 -0.00000531	 
-0.00138592	 0.00000011	 -0.00006324	 0.39565198	 0.00911806	 0.00000050	 -0.00008140	 
-0.00119719	 -0.00000369	 -0.00006567	 0.00911806	 0.00558114	 -0.00001951	 -0.00009676	 
-0.00017304	 0.00000002	 -0.00000792	 0.00000050	 -0.00001951	 0.20942034	 0.00223626	 
-0.00009574	 -0.00000193	 -0.00000531	 -0.00008140	 -0.00009676	 0.00223626	 0.00133015	 

0.86464698	 -0.00057665	 -0.16777685	 -0.00997433	 -0.42120147	 -0.00237082	 -0.21614090	 
-0.00057665	 0.98658796	 -0.00666555	 0.00000101	 0.00008574	 0.00000024	 0.00004399	 
